title,year,downloads,torrent_url,poster_url,description,genre
"Nightmares Come At Night, Les Cauchemars Naissent La Nuit 1972",1970,81584,https://archive.org/download/nightmares-come-at-night-les-cauchemars-naissent-la-nuit-1972-diana-lorys-colett/nightmares-come-at-night-les-cauchemars-naissent-la-nuit-1972-diana-lorys-colett_archive.torrent,https://archive.org/services/img/nightmares-come-at-night-les-cauchemars-naissent-la-nuit-1972-diana-lorys-colett,"Two exotic dancers embark on an erotic relationship, which takes a turn when one of them starts to experience murderous nightmares that blur the line between fantasy and reality. The soundtrack is an English dub that sounds pretty awful. Have no idea if it follows the original script at all, but it is not like Franco's movies had carefully plotted, clever dialog.","Thriller, Drama, Horror"
Hollywood and Vine,1945,81530,https://archive.org/download/hollywood_and_vine/hollywood_and_vine_archive.torrent,https://image.tmdb.org/t/p/w780/b2NCaso01d9Vjpu1ztMuxdusmfK.jpg,You can find more information regarding this film on its IMDb page .,"Drama, Comedy"
The Wandering Jew,1905,81507,https://archive.org/download/The_Wandering_Jew/The_Wandering_Jew_archive.torrent,https://archive.org/services/img/The_Wandering_Jew,The original French title is Le juif errant . IMDb Page,"Drama, Fantasy"
Triumph Of The Will (Triumph Des Willen),0,81469,https://archive.org/download/TriumphOfTheWilltriumphDesWillen/TriumphOfTheWilltriumphDesWillen_archive.torrent,https://archive.org/services/img/TriumphOfTheWilltriumphDesWillen,This is the documentary which chronicles the 1934 Nazi Party Congress in Nuremberg. It was directed by Leni Riefenstahl who had the full support of the Nazi party and is a brilliant but frightening picture of the power of fascism. While it is available elsewhere on the archive it is there only in FLV format. I have uploaded it in MP4 to make it available to many more viewers. http://en.wikipedia.org/wiki/Triumph_of_the_Will,
Jesse James Meets Frankenstein's Daughter (1966),0,81435,https://archive.org/download/JesseJamesMeetsFrankensteinsDaughter1966/JesseJamesMeetsFrankensteinsDaughter1966_archive.torrent,https://image.tmdb.org/t/p/w780/v4CQ0oP2ISRReZABJNcVWrvetCY.jpg,"Taken from the IMDB: Legendary outlaw of the Old West Jesse James, on the run from Marshal MacPhee, hides out in the castle of Baron Frankenstein's granddaughter Maria, who proceeds to transform Jesse's slow-witted pal Hank into a bald zombie, which she names Igor.","Horror, Western, Science Fiction"
Atom Age Vampire,1960,81425,https://archive.org/download/atom_age_vampire/atom_age_vampire_archive.torrent,https://image.tmdb.org/t/p/w780/nMwOVezYX24qmNs5HLyxEhDRoO6.jpg,Taken from IMDB : A stripper is horribly disfigured in a car accident. A brilliant scientist develops a treatment that restores her beauty and falls in love with her. To preserve her appearance the doctor must give her additional treatments using glands taken from murdered women.,"Animation, Science Fiction"
YONGARY - Monster from the Deep,0,81403,https://archive.org/download/Yongary-MonsterFromTheDeep/Yongary-MonsterFromTheDeep_archive.torrent,https://image.tmdb.org/t/p/w780/8o0ZwBHqueNvlynd2VX4xySRrFM.jpg,"In the Middle East, a bomb is set off that creates massive earthquakes. Meanwhile in South Korea, a young couple is about to get married and the tension builds when South Korea sends a space shuttle to investigate the bomb site. The earthquake makes its way to South Korea, caused by a giant monster named Yongary (inspired by a mythical creature in Korean lore). Yongary attacks Seoul and makes his way to the oil refineries where he consumes the oil. A child related to the aforementioned couple tu","Horror, Science Fiction"
Dark Journey (1937),0,81338,https://archive.org/download/DarkJourney1937/DarkJourney1937_archive.torrent,https://image.tmdb.org/t/p/w780/i1ac0OKN7ApGfN7KX55dtUWGiBL.jpg,"In WWI Stockholm, a British and German soldier meet and fall in love. PD In UK At GATT Date. Not Eligible For GATT U.S. Copyright not renewed Mystic Nights Videos","Thriller, War, Romance, Drama"
The Electric House,1922,81330,https://archive.org/download/TheElectricHouse/TheElectricHouse_archive.torrent,https://image.tmdb.org/t/p/w780/kWD82Oq8FLH5VGpIpS2c3lwAwIP.jpg,"The Electric House starts with Buster's graduation ceremony as the first of his comic misfortunes, including a mix-up of diplomas so Buster receives a diploma in electrical engineering. This leads to a job opportunity: electrifying the family house of the girl he's sweet on. A great chance, so Buster studies hard and soon installs a useful and impressive set of electric appliances.",Comedy
High And Low,1963,81131,https://archive.org/download/high-and-low/high-and-low_archive.torrent,https://image.tmdb.org/t/p/w780/tgNjemQPG96uIezpiUiXFcer5ga.jpg,"Toshiro Mifune is unforgettable as Kingo Gondo, a wealthy industrialist whose family becomes the target of a cold-blooded kidnapper in High and Low ( Tengoku to jigoku ), the highly influential domestic drama and police procedural from director Akira Kurosawa. Adapting Ed McBain's detective novel King's Ransom, Kurosawa moves effortlessly from compelling race-against-time thriller to exacting social commentary, creating a diabolical treatise on contemporary Japanese society.","Drama, Crime, Thriller"
Mr. Scarface (1976),0,81130,https://archive.org/download/Mr.Scarface1976/Mr.Scarface1976_archive.torrent,https://archive.org/services/img/Mr.Scarface1976,"Poliziotteschi classic starring Jack Palance, Harry Baer, Al Cliver. Directed by Fernando DiLeo. Public Domain.",
THE NORTH STAR video quality upgrade,0,81099,https://archive.org/download/TheNorthStarVideoQualityUpgrade/TheNorthStarVideoQualityUpgrade_archive.torrent,https://archive.org/services/img/TheNorthStarVideoQualityUpgrade,"This print is much sharper and cleaner than the existing IA copy, plus it is in the correct aspect ratio. A lavishly produced wartime propaganda epic with an all-star cast. Like the films 'Mission to Moscow' and 'Song of Russia' its purpose was to boost support for our Soviet ally. It opens as a lighthearted semi-musical, but then abruptly erupts in violence and stark tragedy as the Nazis attack and occupy a peaceful Ukrainian village. Corny at times, over the top at times, yet there is no denyi",
The Last Time I Saw Paris,1954,80879,https://archive.org/download/cco2_TheLastTimeISawParis/cco2_TheLastTimeISawParis_archive.torrent,https://image.tmdb.org/t/p/w780/yARMwDXPi5fjcDkWuBApfXQhb2s.jpg,Elizabeth Taylor and Van Johnson star in this woeful romance telling the saga of a broken marriage. IMDB page,"Drama, Romance"
Hercules Against the Moon Men,1964,80847,https://archive.org/download/hercules_against_the_moon_men_1964/hercules_against_the_moon_men_1964_archive.torrent,https://image.tmdb.org/t/p/w780/lQSDjwoJUr7uxmHYcrUHxVA2Roq.jpg,"Taken from IMDB : Hercules is summoned to oppose the evil Queen Samara, who has allied herself with aliens and is sacrificing her own people in a bid to awaken a moon goddess.","Adventure, Fantasy"
Fatal Glass of Beer,1933,80744,https://archive.org/download/fatal_glass_of_beer/fatal_glass_of_beer_archive.torrent,https://image.tmdb.org/t/p/w780/2uqaq0TtsWhdf6baUfeBoQim5DL.jpg,Comedy short featuring W.C. Fields. You can find more information regarding this film on its IMDb page .,Comedy
Washing Clothes,0,80695,https://archive.org/download/WashingClothes/WashingClothes_archive.torrent,https://archive.org/services/img/WashingClothes,"A lovely French classic from the 1920s. Silent but with music. Two Young women put up a washing line, strip off and wash their clothes. Excellant quality considering how old the film is. A pleasure to watch.","Documentary, Short"
Kid Monk Baroni,1952,80652,https://archive.org/download/Kid_Monk_Baroni/Kid_Monk_Baroni_archive.torrent,https://image.tmdb.org/t/p/w780/sLU9HrCKUp8ZDdk3P0MJ6SRyD6D.jpg,"From IMDb : Leonard Nimoy is 'Kid' Monk Baroni, the leader of a street gang who becomes a professional boxer to escape his life in 'Little Italy' New York. Also Starring: Richard Rober, Bruce Cabot, Allene Roberts, and Mona Knox",Drama
The Three Stooges in Three Little Beers,0,80649,https://archive.org/download/TheThreeStoogesInThreeLittleBeers/TheThreeStoogesInThreeLittleBeers_archive.torrent,https://archive.org/services/img/TheThreeStoogesInThreeLittleBeers,"Short 11 In theatres 11/28/1935 The stooges are hired to deliver beer, but when they go to deliver beer to a golf course, they get distracted and play a round of golf.",
Forgotten Village,1941,80580,https://archive.org/download/forgotten_village/forgotten_village_archive.torrent,https://archive.org/services/img/forgotten_village,You can find more information regarding this film on its IMDb page .,Documentary
Song of Nevada,1944,80488,https://archive.org/download/SongOfNevada/SongOfNevada_archive.torrent,https://image.tmdb.org/t/p/w780/gVznFWCIAlQLd4GgmgoUm8fWpKQ.jpg,"When John Barrabbee's (Thurston Hall) plane makes an emergency landing, he wanders off and joins Roy's cattle drive. Later he learns he was killed when his plane resumed its flight and crashed. He also learns his daughter (Dale Evans) is going to sell his ranch and marry a man he dislikes. So he gives Roy a job on the ranch and sends him off to see if he can prevent both of these events while he remains in hiding.",Western
Alaska Highway,1943,80448,https://archive.org/download/AlaskaHighway/AlaskaHighway_archive.torrent,https://image.tmdb.org/t/p/w780/gneudn7L8qZeClAxObIQxRIkmaN.jpg,"Pop Ormsby (Harry Shannon) wins the contract from the Army Engineer Corps for the construction of the Alaska Highway connecting Alaska to Canada. The elder of his two sons, Woody Ormseby (Richard Arlen), decides he had rather fight with bullets than bulldozers but is assigned by the Army to work on the project. Woody and his younger brother Steve are both rivals for the affection of Ann Caswell (Jean Parker), the daughter of Road Engineer Blair Caswell (Edward Earle).",Drama
Maniac,1934,80444,https://archive.org/download/Maniac/Maniac_archive.torrent,https://image.tmdb.org/t/p/w780/akRVscTstKGKk8ebb0UGDdJ6q3z.jpg,"A failed actor, after killing the mad scientist he works for, decides to take over the scientist's life and continue his work. You can find out more about this movie on its IMDB page . There is an AVI of the movie here .","Horror, Thriller"
"Giant Gila Monster, The",1959,80390,https://archive.org/download/giant_gila_monster/giant_gila_monster_archive.torrent,https://image.tmdb.org/t/p/w780/o7LI2NQ0KtDaVaIYYhZ9PHFDV37.jpg,You can find more information regarding this film on its IMDb page .,"Horror, Science Fiction"
Tarzan the Fearless (1933),0,80382,https://archive.org/download/TarzanTheFearless1933/TarzanTheFearless1933_archive.torrent,https://archive.org/services/img/TarzanTheFearless1933,"Dr. Brooks is captured by followers of Zar, God of the Jeweled Fingers and Tarzan (Buster Crabbe) sets out to save him. AFter seeing a picture of Brooks daughter Mary (Julie Bishop) Tarzan is captivated and sets out to find her. One of the guides is carrying a telegram offering a reward for Tarzan, dead or alive. The guides are also after the Treasure of Zar in the Lost City. - Release Date: 08/11/1933 Mystic Nights Videos The complete, original 12-chapter serial version is considered to be a lo",
